arr_size,avg_partition_size
11500,5455.5000
11600,5483.1001
11700,5549.7002
11800,5655.1001
11900,5692.3999
12000,5723.1001
12100,5740.3999
12200,5861.6001
12300,5818.7002
12400,5884.8999
12500,5986.7002
12600,6037.3999
12700,6028.8999
12800,6129.7998
12900,6084.1001
13000,6241.7998
13100,6277.2998
13200,6367.0000
13300,6389.3999
13400,6441.2998
13500,6468.1001
13600,6468.1001
13700,6530.7998
13800,6554.2998
13900,6666.5000
14000,6706.2998
14100,6759.5000
14200,6795.6001
14300,6826.8999
14400,6922.5000
14500,6890.3999
14600,6952.3999
14700,7047.8999
14800,7123.3999
14900,7142.5000
15000,7185.8999
15100,7250.2002
15200,7215.6001
15300,7330.3999
15400,7369.5000
15500,7381.3999
15600,7485.1001
15700,6878.6001
15800,6112.1001
15900,7237.3999
16000,7445.6001
16100,7383.7002
16200,7495.2002
16300,6491.7998
16400,7102.3999
16500,7390.1001
16600,7494.3999
16700,7544.6001
16800,7747.5000
16900,7925.3999
17000,8082.0000
17100,8037.1001
17200,8119.2998
17300,8065.7002
17400,8285.2002
17500,8306.7998
17600,8286.0000
17700,8297.0996
17800,8454.2998
17900,8284.0000
18000,8499.5996
18100,8483.0000
18200,8679.9004
18300,8727.2998
18400,8796.4004
18500,8834.9004
18600,8879.5000
18700,8779.0000
18800,7468.8999
18900,8335.2998
19000,8593.2998
19100,8888.0000
19200,8843.5000
19300,8844.7998
19400,8675.2002
19500,8417.5000
19600,8662.7998
19700,8768.9004
19800,9050.5000
19900,8996.7998
20000,8848.4004
20100,9343.9004
20200,9400.2998
20300,9443.9004
20400,9581.5000
20500,9595.5000
20600,9697.7002
20700,9580.4004
20800,9416.7998
20900,9995.7002
21000,9777.2998
21100,9790.4004
21200,9852.5000
21300,9827.4004
21400,10129.0996
21500,9985.0000
21600,10339.7002
21700,10237.4004
21800,10238.2998
21900,10484.4004
22000,10448.2998
22100,10472.0996
22200,10622.7998
22300,10347.7002
22400,10717.7998
22500,10657.9004
22600,10694.7002
22700,10869.5000
22800,10778.2998
22900,10834.0996
23000,10880.7998
23100,10794.2002
23200,10996.5000
23300,11136.0000
23400,11158.4004
23500,11260.9004
23600,11037.7002
23700,11243.9004
23800,11300.2998
23900,11555.9004
24000,11488.7998
24100,11422.7998
24200,11570.0996
24300,11611.2002
24400,11564.0000
24500,11721.2998
24600,11644.7998
24700,11789.7998
24800,11828.5000
24900,11805.0000
25000,11990.4004
25100,11805.5000
25200,12042.2998
25300,11910.0000
25400,12045.2998
25500,11995.4004
25600,11999.2998
25700,12282.2998
25800,12185.9004
25900,11999.2002
26000,12321.5996
26100,12234.5996
26200,12302.5000
26300,12592.5996
26400,12491.7998
26500,12693.9004
26600,12588.5996
26700,12771.9004
26800,12678.0996
26900,12773.5000
27000,12777.9004
27100,12742.5000
27200,12888.7998
27300,12808.2998
27400,13069.7002
27500,13010.9004
27600,13167.7998
27700,13152.7002
27800,13273.4004
27900,13319.7002
28000,13288.4004
28100,13340.2998
28200,13487.0000
28300,13452.5996
28400,13597.5996
28500,13638.2002
28600,13575.5000
28700,13479.0000
28800,13535.4004
28900,13815.7998
29000,13867.7002
29100,13807.7998
29200,13850.7998
29300,13909.5996
29400,14060.7002
29500,14074.5000
29600,14143.7998
29700,14207.7002
29800,14279.2002
29900,14334.0996
30000,14323.7998
30100,14361.0000
30200,14316.7998
30300,14475.7002
30400,14432.0000
30500,14457.5996
30600,14626.7998
30700,14690.0000
30800,14743.5996
30900,14777.2002
31000,14815.0996
31100,14904.2002
31200,14931.7002
31300,14961.7002
31400,14900.5000
31500,15085.4004
31600,15152.5996
31700,15055.4004
31800,15188.7998
31900,15282.2002
32000,15188.5000
32100,15344.5000
32200,15410.0996
32300,15477.7002
32400,15482.9004
32500,15549.2002
32600,15604.9004
32700,15673.9004
32800,15704.7998
32900,15744.5000
33000,15816.5996
33100,15845.0996
33200,15867.7998
33300,15963.0000
33400,15966.0000
33500,16080.7998
33600,16137.5000
33700,16174.0996
33800,16160.7002
33900,16246.2998
34000,16456.5000
34100,16285.7998
34200,16362.5000
34300,16391.6992
34400,16440.8008
34500,16477.4004
34600,16550.9004
34700,16606.4004
34800,16632.4004
34900,16715.5996
35000,16767.5000
35100,16802.0996
35200,16876.0996
35300,16895.3008
35400,16940.0996
35500,16996.0000
35600,16996.5000
35700,17112.3008
35800,17123.8008
35900,17179.5000
36000,17226.3008
36100,17289.5996
36200,17362.6992
36300,17397.8008
36400,17449.0000
36500,17451.0996
36600,17549.9004
36700,17532.3008
36800,17583.1992
36900,17639.5000
37000,17750.0000
37100,17761.8008
37200,17827.3008
37300,17853.3008
37400,17938.0000
37500,17907.8008
37600,18018.1992
37700,18064.3008
37800,18110.0000
37900,18166.4004
38000,18177.3008
38100,18240.8008
38200,18254.4004
38300,18304.8008
38400,18364.0996
38500,18407.3008
38600,18503.4004
38700,18508.0000
38800,18593.3008
38900,18595.1992
39000,18647.5000
39100,18695.8008
39200,18795.3008
39300,18790.1992
39400,18868.3008
39500,18941.0000
39600,18943.6992
39700,18987.9004
39800,19035.5996
39900,19077.0000
40000,19162.8008
40100,19217.9004
40200,19257.9004
40300,19308.4004
40400,19266.5996
40500,19412.3008
40600,19439.0000
40700,19429.8008
40800,19526.8008
40900,19605.5996
41000,19639.9004
41100,19743.3008
41200,19737.0996
41300,19793.5996
41400,19836.0000
41500,19838.6992
41600,19960.4004
41700,19996.6992
41800,20072.0996
41900,20062.8008
42000,20093.8008
42100,20161.5996
42200,20190.5996
42300,20252.5996
42400,20268.1992
42500,20390.3008
42600,20353.1992
42700,20509.5996
42800,20466.0000
42900,20567.0996
43000,20622.6992
43100,20624.5996
43200,20670.3008
43300,20720.5000
43400,20793.8008
43500,20846.4004
43600,20889.4004
43700,20925.1992
43800,20979.9004
43900,21019.0000
44000,21066.9004
44100,21099.5996
44200,21144.5000
44300,21192.9004
44400,21265.8008
44500,21269.8008
44600,21320.0000
44700,21445.4004
44800,21443.8008
44900,21494.5996
45000,21553.5000
45100,21541.0000
45200,21686.5000
45300,21739.9004
45400,21742.5996
45500,21791.0996
45600,21867.5000
45700,21870.1992
45800,21898.1992
45900,22004.4004
46000,22016.0996
46100,22108.0996
46200,22139.5000
46300,22135.5996
46400,22186.8008
46500,22229.6992
46600,22328.8008
46700,22311.5996
46800,22432.5996
46900,22460.6992
47000,22512.4004
47100,22546.5000
47200,22583.0996
47300,22674.0000
47400,22459.9004
47500,22722.4004
47600,22778.1992
47700,22866.3008
47800,22717.5996
47900,22954.5000
48000,23030.3008
48100,23000.0996
48200,23090.0000
48300,23105.8008
48400,23214.1992
48500,23219.0000
48600,23258.6992
48700,23346.9004
48800,23331.6992
48900,23427.5000
49000,23483.5000
49100,23490.9004
49200,23143.6992
49300,23414.8008
49400,23656.5000
49500,23735.9004
49600,23790.8008
49700,23769.6992
49800,23841.3008
49900,23889.6992
50000,23968.0000
